item1,item2,sim
i299,i542,0.013333333333333334
i116,i81,0.013333333333333334
i25,i384,0.013333333333333334
i255,i38,0.013333333333333334
i84,i276,0.013333333333333334
i166,i328,0.013333333333333334
i166,i138,0.013333333333333334
i541,i144,0.013333333333333334
i166,i127,0.013333333333333334
i26,i55,0.013333333333333334
i84,i59,0.013333333333333334
i247,i7,0.013333333333333334
i26,i548,0.013333333333333334
i535,i109,0.013333333333333334
i26,i453,0.013333333333333334
i26,i124,0.013333333333333334
i428,i263,0.013333333333333334
i541,i291,0.013333333333333334
i190,i251,0.013333333333333334
i541,i75,0.013333333333333334
i529,i413,0.013333333333333334
i166,i436,0.013333333333333334
i166,i170,0.013333333333333334
i166,i234,0.013333333333333334
i190,i125,0.013333333333333334
i259,i431,0.013333333333333334
i190,i59,0.013333333333333334
i255,i400,0.013333333333333334
i255,i95,0.013333333333333334
i428,i513,0.013333333333333334
i255,i361,0.013333333333333334
i255,i349,0.013333333333333334
i255,i199,0.013333333333333334
i166,i397,0.013333333333333334
i84,i406,0.013333333333333334
i190,i465,0.013333333333333334
i428,i107,0.013333333333333334
i84,i107,0.013333333333333334
i535,i329,0.013333333333333334
i428,i406,0.013333333333333334
i321,i155,0.013333333333333334
i26,i386,0.013333333333333334
i25,i198,0.013333333333333334
i529,i390,0.013333333333333334
i147,i428,0.013333333333333334
i541,i368,0.013333333333333334
i535,i34,0.013333333333333334
i84,i19,0.013333333333333334
i25,i241,0.013333333333333334
i535,i315,0.013333333333333334
i321,i463,0.013333333333333334
i116,i49,0.013333333333333334
i255,i125,0.013333333333333334
i481,i493,0.013333333333333334
i321,i409,0.013333333333333334
i25,i465,0.013333333333333334
i26,i480,0.013333333333333334
i166,i67,0.013333333333333334
i321,i29,0.013333333333333334
i428,i477,0.013333333333333334
i321,i102,0.013333333333333334
i321,i421,0.013333333333333334
i529,i315,0.013333333333333334
i535,i390,0.013333333333333334
i261,i534,0.013333333333333334
i321,i276,0.013333333333333334
i529,i521,0.013333333333333334
i190,i38,0.013333333333333334
i255,i409,0.013333333333333334
i370,i428,0.013333333333333334
i166,i68,0.013333333333333334
i321,i370,0.013333333333333334
i190,i40,0.013333333333333334
i166,i14,0.013333333333333334
i428,i125,0.013333333333333334
i255,i504,0.013333333333333334
i428,i70,0.013333333333333334
i370,i227,0.013333333333333334
i255,i463,0.013333333333333334
i299,i434,0.013333333333333334
i529,i109,0.013333333333333334
i27,i255,0.013333333333333334
i396,i138,0.013333333333333334
i26,i315,0.013333333333333334
i84,i94,0.013333333333333334
i428,i29,0.013333333333333334
i291,i542,0.013333333333333334
i109,i236,0.013333333333333334
i174,i534,0.013333333333333334
i84,i449,0.013333333333333334
i428,i561,0.013333333333333334
i84,i417,0.013333333333333334
i407,i534,0.013333333333333334
i117,i39,0.013333333333333334
i84,i198,0.013333333333333334
i84,i389,0.013333333333333334
i291,i206,0.013333333333333334
i291,i521,0.013333333333333334
i259,i534,0.013333333333333334
i109,i534,0.013333333333333334
i155,i137,0.013333333333333334
i109,i474,0.013333333333333334
i117,i396,0.013333333333333334
i155,i227,0.013333333333333334
i84,i306,0.013333333333333334
i396,i174,0.013333333333333334
i396,i109,0.013333333333333334
i255,i168,0.013333333333333334
i247,i390,0.013333333333333334
i396,i336,0.013333333333333334
i541,i52,0.013333333333333334
i190,i95,0.013333333333333334
i396,i5,0.013333333333333334
i26,i163,0.013333333333333334
i75,i493,0.013333333333333334
i421,i84,0.013333333333333334
i75,i345,0.013333333333333334
i228,i258,0.013333333333333334
i321,i406,0.013333333333333334
i396,i195,0.013333333333333334
i109,i39,0.013333333333333334
i116,i345,0.013333333333333334
i529,i354,0.013333333333333334
i529,i55,0.013333333333333334
i84,i289,0.013333333333333334
i504,i137,0.013333333333333334
i535,i258,0.013333333333333334
i504,i227,0.013333333333333334
i291,i124,0.013333333333333334
i75,i78,0.013333333333333334
i84,i551,0.013333333333333334
i190,i477,0.013333333333333334
i291,i258,0.013333333333333334
i321,i40,0.013333333333333334
i321,i384,0.013333333333333334
i155,i428,0.013333333333333334
i130,i391,0.013333333333333334
i116,i541,0.013333333333333334
i321,i198,0.013333333333333334
i535,i453,0.013333333333333334
i535,i386,0.013333333333333334
i321,i551,0.013333333333333334
i75,i81,0.013333333333333334
i117,i399,0.013333333333333334
i75,i180,0.013333333333333334
i75,i34,0.013333333333333334
i291,i317,0.013333333333333334
i109,i290,0.013333333333333334
i407,i442,0.013333333333333334
i130,i166,0.013333333333333334
i481,i434,0.013333333333333334
i535,i548,0.013333333333333334
i109,i26,0.013333333333333334
i75,i434,0.013333333333333334
i228,i542,0.013333333333333334
i504,i428,0.013333333333333334
i75,i542,0.013333333333333334
i116,i493,0.013333333333333334
i75,i206,0.013333333333333334
i247,i77,0.013333333333333334
i155,i25,0.013333333333333334
i117,i8,0.013333333333333334
i190,i200,0.013333333333333334
i421,i137,0.013333333333333334
i117,i247,0.013333333333333334
i255,i546,0.013333333333333334
i147,i84,0.013333333333333334
i409,i428,0.013333333333333334
i349,i152,0.013333333333333334
i396,i88,0.013333333333333334
i190,i241,0.013333333333333334
i95,i152,0.013333333333333334
i541,i531,0.013333333333333334
i190,i223,0.013333333333333334
i247,i193,0.013333333333333334
i255,i19,0.013333333333333334
i541,i151,0.013333333333333334
i396,i453,0.013333333333333334
i428,i389,0.013333333333333334
i155,i255,0.013333333333333334
i321,i389,0.013333333333333334
i27,i25,0.013333333333333334
i255,i134,0.013333333333333334
i8,i5,0.013333333333333334
i26,i121,0.013333333333333334
i8,i354,0.013333333333333334
i255,i389,0.013333333333333334
i117,i535,0.013333333333333334
i75,i49,0.013333333333333334
i535,i121,0.013333333333333334
i26,i206,0.013333333333333334
i190,i134,0.013333333333333334
i396,i436,0.013333333333333334
i396,i224,0.013333333333333334
i247,i178,0.013333333333333334
i26,i35,0.013333333333333334
i541,i556,0.013333333333333334
i396,i554,0.013333333333333334
i321,i153,0.013333333333333334
i26,i390,0.013333333333333334
i428,i306,0.013333333333333334
i463,i84,0.013333333333333334
i529,i532,0.013333333333333334
i261,i431,0.013333333333333334
i26,i329,0.013333333333333334
i84,i308,0.013333333333333334
i190,i349,0.013333333333333334
i529,i407,0.013333333333333334
i428,i19,0.013333333333333334
i541,i440,0.013333333333333334
i84,i349,0.013333333333333334
i190,i488,0.013333333333333334
i247,i180,0.013333333333333334
i396,i259,0.013333333333333334
i247,i35,0.013333333333333334
i190,i288,0.013333333333333334
i396,i261,0.013333333333333334
i26,i323,0.013333333333333334
i190,i417,0.013333333333333334
i541,i320,0.013333333333333334
i529,i193,0.013333333333333334
i421,i227,0.013333333333333334
i463,i428,0.013333333333333334
i247,i413,0.013333333333333334
i463,i25,0.013333333333333334
i190,i102,0.013333333333333334
i255,i29,0.013333333333333334
i321,i400,0.013333333333333334
i321,i523,0.013333333333333334
i255,i269,0.013333333333333334
i421,i152,0.013333333333333334
i396,i55,0.013333333333333334
i396,i461,0.013333333333333334
i535,i163,0.013333333333333334
i396,i67,0.013333333333333334
i428,i223,0.013333333333333334
i409,i137,0.013333333333333334
i321,i306,0.013333333333333334
i84,i200,0.013333333333333334
i255,i289,0.013333333333333334
i488,i428,0.013333333333333334
i428,i40,0.013333333333333334
i166,i88,0.013333333333333334
i453,i442,0.013333333333333334
i279,i504,0.013333333333333334
i60,i301,0.013333333333333334
i279,i220,0.013333333333333334
i345,i440,0.013333333333333334
i544,i556,0.013333333333333334
i544,i399,0.013333333333333334
i60,i554,0.013333333333333334
i358,i117,0.013333333333333334
i60,i69,0.013333333333333334
i279,i348,0.013333333333333334
i355,i124,0.013333333333333334
i544,i531,0.013333333333333334
i175,i77,0.013333333333333334
i206,i320,0.013333333333333334
i355,i434,0.013333333333333334
i60,i532,0.013333333333333334
i206,i287,0.013333333333333334
i175,i542,0.013333333333333334
i355,i542,0.013333333333333334
i60,i436,0.013333333333333334
i60,i480,0.013333333333333334
i175,i315,0.013333333333333334
i60,i547,0.013333333333333334
i206,i351,0.013333333333333334
i60,i224,0.013333333333333334
i358,i407,0.013333333333333334
i355,i34,0.013333333333333334
i60,i88,0.013333333333333334
i300,i81,0.013333333333333334
i358,i413,0.013333333333333334
i358,i480,0.013333333333333334
i358,i178,0.013333333333333334
i213,i2,0.013333333333333334
i358,i532,0.013333333333333334
i300,i542,0.013333333333333334
i213,i34,0.013333333333333334
i300,i34,0.013333333333333334
i279,i293,0.013333333333333334
i358,i258,0.013333333333333334
i5,i26,0.013333333333333334
i358,i124,0.013333333333333334
i279,i209,0.013333333333333334
i544,i474,0.013333333333333334
i358,i312,0.013333333333333334
i358,i548,0.013333333333333334
i279,i539,0.013333333333333334
i544,i213,0.013333333333333334
i358,i193,0.013333333333333334
i358,i180,0.013333333333333334
i279,i421,0.013333333333333334
i60,i258,0.013333333333333334
i279,i339,0.013333333333333334
i175,i178,0.013333333333333334
i379,i399,0.013333333333333334
i391,i170,0.013333333333333334
i391,i163,0.013333333333333334
i175,i109,0.013333333333333334
i284,i542,0.013333333333333334
i5,i236,0.013333333333333334
i179,i81,0.013333333333333334
i179,i2,0.013333333333333334
i279,i263,0.013333333333333334
i175,i191,0.013333333333333334
i179,i521,0.013333333333333334
i179,i542,0.013333333333333334
i544,i303,0.013333333333333334
i521,i351,0.013333333333333334
i391,i542,0.013333333333333334
i391,i100,0.013333333333333334
i5,i442,0.013333333333333334
i391,i390,0.013333333333333334
i175,i379,0.013333333333333334
i246,i561,0.013333333333333334
i391,i35,0.013333333333333334
i246,i29,0.013333333333333334
i246,i389,0.013333333333333334
i246,i306,0.013333333333333334
i391,i315,0.013333333333333334
i521,i320,0.013333333333333334
i544,i320,0.013333333333333334
i348,i428,0.013333333333333334
i544,i440,0.013333333333333334
i175,i532,0.013333333333333334
i206,i196,0.013333333333333334
i345,i52,0.013333333333333334
i60,i138,0.013333333333333334
i279,i288,0.013333333333333334
i279,i95,0.013333333333333334
i175,i386,0.013333333333333334
i279,i477,0.013333333333333334
i279,i523,0.013333333333333334
i175,i453,0.013333333333333334
i175,i548,0.013333333333333334
i175,i193,0.013333333333333334
i60,i127,0.013333333333333334
i175,i55,0.013333333333333334
i279,i241,0.013333333333333334
i279,i70,0.013333333333333334
i348,i137,0.013333333333333334
i60,i315,0.013333333333333334
i60,i35,0.013333333333333334
i544,i287,0.013333333333333334
i5,i534,0.013333333333333334
i391,i64,0.013333333333333334
i179,i78,0.013333333333333334
i358,i315,0.013333333333333334
i544,i20,0.013333333333333334
i544,i262,0.013333333333333334
i193,i399,0.013333333333333334
i72,i532,0.013333333333333334
i193,i287,0.013333333333333334
i227,i19,0.013333333333333334
i193,i440,0.013333333333333334
i108,i152,0.013333333333333334
i193,i320,0.013333333333333334
i193,i52,0.013333333333333334
i542,i303,0.013333333333333334
i193,i303,0.013333333333333334
i72,i480,0.013333333333333334
i542,i440,0.013333333333333334
i108,i137,0.013333333333333334
i108,i227,0.013333333333333334
i108,i190,0.013333333333333334
i108,i255,0.013333333333333334
i495,i152,0.013333333333333334
i72,i315,0.013333333333333334
i542,i151,0.013333333333333334
i72,i329,0.013333333333333334
i544,i358,0.013333333333333334
i495,i428,0.013333333333333334
i544,i91,0.013333333333333334
i495,i25,0.013333333333333334
i193,i531,0.013333333333333334
i379,i396,0.013333333333333334
i544,i290,0.013333333333333334
i193,i556,0.013333333333333334
i379,i442,0.013333333333333334
i379,i534,0.013333333333333334
i72,i193,0.013333333333333334
i379,i290,0.013333333333333334
i144,i49,0.013333333333333334
i72,i548,0.013333333333333334
i72,i453,0.013333333333333334
i72,i258,0.013333333333333334
i144,i124,0.013333333333333334
i379,i166,0.013333333333333334
i193,i300,0.013333333333333334
i193,i355,0.013333333333333334
i379,i535,0.013333333333333334
i379,i247,0.013333333333333334
i144,i193,0.013333333333333334
i193,i290,0.013333333333333334
i379,i56,0.013333333333333334
i379,i391,0.013333333333333334
i379,i72,0.013333333333333334
i193,i20,0.013333333333333334
i193,i236,0.013333333333333334
i193,i442,0.013333333333333334
i193,i213,0.013333333333333334
i495,i84,0.013333333333333334
i495,i227,0.013333333333333334
i124,i440,0.013333333333333334
i60,i430,0.013333333333333334
i514,i391,0.013333333333333334
i514,i166,0.013333333333333334
i5,i529,0.013333333333333334
i345,i300,0.013333333333333334
i60,i365,0.013333333333333334
i345,i156,0.013333333333333334
i178,i39,0.013333333333333334
i345,i309,0.013333333333333334
i345,i533,0.013333333333333334
i358,i163,0.013333333333333334
i345,i442,0.013333333333333334
i358,i77,0.013333333333333334
i345,i474,0.013333333333333334
i358,i34,0.013333333333333334
i544,i300,0.013333333333333334
i60,i407,0.013333333333333334
i300,i78,0.013333333333333334
i213,i434,0.013333333333333334
i544,i355,0.013333333333333334
i300,i258,0.013333333333333334
i60,i121,0.013333333333333334
i300,i49,0.013333333333333334
i358,i35,0.013333333333333334
i60,i174,0.013333333333333334
i60,i109,0.013333333333333334
i514,i396,0.013333333333333334
i544,i529,0.013333333333333334
i227,i29,0.013333333333333334
i57,i521,0.013333333333333334
i57,i2,0.013333333333333334
i57,i81,0.013333333333333334
i57,i78,0.013333333333333334
i57,i193,0.013333333333333334
i57,i180,0.013333333333333334
i227,i475,0.013333333333333334
i544,i144,0.013333333333333334
i60,i202,0.013333333333333334
i60,i47,0.013333333333333334
i5,i391,0.013333333333333334
i227,i417,0.013333333333333334
i544,i247,0.013333333333333334
i286,i442,0.013333333333333334
i345,i56,0.013333333333333334
i309,i34,0.013333333333333334
i345,i291,0.013333333333333334
i339,i25,0.013333333333333334
i339,i84,0.013333333333333334
i309,i542,0.013333333333333334
i309,i206,0.013333333333333334
i279,i133,0.013333333333333334
i279,i134,0.013333333333333334
i391,i127,0.013333333333333334
i182,i542,0.013333333333333334
i433,i440,0.013333333333333334
i182,i34,0.013333333333333334
i416,i49,0.013333333333333334
i433,i320,0.013333333333333334
i416,i317,0.013333333333333334
i416,i434,0.013333333333333334
i416,i206,0.013333333333333334
i39,i163,0.013333333333333334
i416,i542,0.013333333333333334
i87,i542,0.013333333333333334
i87,i521,0.013333333333333334
i87,i2,0.013333333333333334
i416,i34,0.013333333333333334
i87,i81,0.013333333333333334
i556,i434,0.013333333333333334
i556,i542,0.013333333333333334
i556,i34,0.013333333333333334
i252,i291,0.013333333333333334
i177,i474,0.013333333333333334
i177,i442,0.013333333333333334
i559,i152,0.013333333333333334
i177,i290,0.013333333333333334
i306,i152,0.013333333333333334
i290,i163,0.013333333333333334
i182,i206,0.013333333333333334
i156,i206,0.013333333333333334
i182,i521,0.013333333333333334
i182,i345,0.013333333333333334
i156,i34,0.013333333333333334
i262,i2,0.013333333333333334
i262,i434,0.013333333333333334
i290,i453,0.013333333333333334
i290,i7,0.013333333333333334
i433,i39,0.013333333333333334
i433,i556,0.013333333333333334
i290,i124,0.013333333333333334
i290,i286,0.013333333333333334
i433,i399,0.013333333333333334
i182,i180,0.013333333333333334
i182,i78,0.013333333333333334
i433,i531,0.013333333333333334
i290,i178,0.013333333333333334
i182,i124,0.013333333333333334
i39,i329,0.013333333333333334
i290,i413,0.013333333333333334
i290,i329,0.013333333333333334
i283,i84,0.013333333333333334
i290,i77,0.013333333333333334
i182,i317,0.013333333333333334
i433,i287,0.013333333333333334
i258,i303,0.013333333333333334
i177,i529,0.013333333333333334
i177,i56,0.013333333333333334
i258,i351,0.013333333333333334
i386,i474,0.013333333333333334
i386,i442,0.013333333333333334
i438,i542,0.013333333333333334
i399,i77,0.013333333333333334
i438,i317,0.013333333333333334
i438,i258,0.013333333333333334
i438,i124,0.013333333333333334
i438,i78,0.013333333333333334
i124,i284,0.013333333333333334
i438,i180,0.013333333333333334
i134,i152,0.013333333333333334
i6,i434,0.013333333333333334
i438,i345,0.013333333333333334
i389,i152,0.013333333333333334
i124,i442,0.013333333333333334
i531,i542,0.013333333333333334
i124,i39,0.013333333333333334
i124,i556,0.013333333333333334
i124,i531,0.013333333333333334
i531,i34,0.013333333333333334
i124,i52,0.013333333333333334
i187,i534,0.013333333333333334
i187,i391,0.013333333333333334
i399,i329,0.013333333333333334
i7,i474,0.013333333333333334
i7,i442,0.013333333333333334
i453,i39,0.013333333333333334
i177,i8,0.013333333333333334
i258,i399,0.013333333333333334
i202,i166,0.013333333333333334
i177,i396,0.013333333333333334
i177,i358,0.013333333333333334
i177,i175,0.013333333333333334
i258,i39,0.013333333333333334
i202,i352,0.013333333333333334
i453,i474,0.013333333333333334
i202,i391,0.013333333333333334
i258,i213,0.013333333333333334
i399,i390,0.013333333333333334
i559,i84,0.013333333333333334
i40,i152,0.013333333333333334
i559,i137,0.013333333333333334
i434,i399,0.013333333333333334
i434,i531,0.013333333333333334
i559,i227,0.013333333333333334
i559,i190,0.013333333333333334
i559,i255,0.013333333333333334
i434,i440,0.013333333333333334
i434,i303,0.013333333333333334
i39,i390,0.013333333333333334
i156,i521,0.013333333333333334
i279,i276,0.013333333333333334
i553,i474,0.013333333333333334
i78,i442,0.013333333333333334
i78,i474,0.013333333333333334
i505,i137,0.013333333333333334
i199,i137,0.013333333333333334
i199,i84,0.013333333333333334
i391,i301,0.013333333333333334
i391,i224,0.013333333333333334
i246,i370,0.013333333333333334
i391,i234,0.013333333333333334
i246,i155,0.013333333333333334
i78,i151,0.013333333333333334
i553,i534,0.013333333333333334
i78,i196,0.013333333333333334
i391,i88,0.013333333333333334
i78,i287,0.013333333333333334
i78,i320,0.013333333333333334
i5,i39,0.013333333333333334
i199,i25,0.013333333333333334
i553,i166,0.013333333333333334
i246,i27,0.013333333333333334
i78,i52,0.013333333333333334
i553,i529,0.013333333333333334
i391,i124,0.013333333333333334
i78,i533,0.013333333333333334
i78,i20,0.013333333333333334
i156,i317,0.013333333333333334
i78,i87,0.013333333333333334
i60,i323,0.013333333333333334
i224,i534,0.013333333333333334
i480,i39,0.013333333333333334
i246,i384,0.013333333333333334
i391,i413,0.013333333333333334
i391,i328,0.013333333333333334
i246,i198,0.013333333333333334
i391,i454,0.013333333333333334
i505,i321,0.013333333333333334
i391,i547,0.013333333333333334
i246,i551,0.013333333333333334
i391,i338,0.013333333333333334
i391,i480,0.013333333333333334
i391,i436,0.013333333333333334
i246,i59,0.013333333333333334
i391,i532,0.013333333333333334
i246,i400,0.013333333333333334
i521,i151,0.013333333333333334
i480,i399,0.013333333333333334
i517,i279,0.013333333333333334
i391,i554,0.013333333333333334
i517,i246,0.013333333333333334
i391,i397,0.013333333333333334
i553,i56,0.013333333333333334
i553,i391,0.013333333333333334
i391,i312,0.013333333333333334
i246,i108,0.013333333333333334
i433,i299,0.013333333333333334
i433,i396,0.013333333333333334
i38,i84,0.013333333333333334
i433,i60,0.013333333333333334
i433,i182,0.013333333333333334
i263,i152,0.013333333333333334
i433,i144,0.013333333333333334
i433,i529,0.013333333333333334
i548,i290,0.013333333333333334
i433,i26,0.013333333333333334
i548,i236,0.013333333333333334
i433,i300,0.013333333333333334
i548,i39,0.013333333333333334
i433,i355,0.013333333333333334
i433,i179,0.013333333333333334
i433,i290,0.013333333333333334
i39,i315,0.013333333333333334
i433,i416,0.013333333333333334
i433,i87,0.013333333333333334
i433,i284,0.013333333333333334
i312,i474,0.013333333333333334
i262,i34,0.013333333333333334
i39,i35,0.013333333333333334
i234,i534,0.013333333333333334
i2,i196,0.013333333333333334
i199,i152,0.013333333333333334
i517,i428,0.013333333333333334
i391,i193,0.013333333333333334
i517,i321,0.013333333333333334
i60,i64,0.013333333333333334
i5,i399,0.013333333333333334
i517,i190,0.013333333333333334
i553,i60,0.013333333333333334
i391,i354,0.013333333333333334
i198,i152,0.013333333333333334
i60,i92,0.013333333333333334
i391,i55,0.013333333333333334
i430,i534,0.013333333333333334
i433,i57,0.013333333333333334
i60,i14,0.013333333333333334
i391,i407,0.013333333333333334
i553,i8,0.013333333333333334
i391,i365,0.013333333333333334
i553,i396,0.013333333333333334
i553,i358,0.013333333333333334
i391,i109,0.013333333333333334
i2,i303,0.013333333333333334
i433,i438,0.013333333333333334
i433,i175,0.013333333333333334
i379,i474,0.013333333333333334
i187,i396,0.013333333333333334
i72,i55,0.013333333333333334
i227,i406,0.013333333333333334
i266,i202,0.013333333333333334
i474,i329,0.013333333333333334
i209,i137,0.013333333333333334
i209,i84,0.013333333333333334
i34,i320,0.013333333333333334
i227,i465,0.013333333333333334
i137,i289,0.013333333333333334
i266,i224,0.013333333333333334
i474,i434,0.013333333333333334
i493,i20,0.013333333333333334
i227,i107,0.013333333333333334
i212,i60,0.013333333333333334
i367,i534,0.013333333333333334
i266,i554,0.013333333333333334
i212,i56,0.013333333333333334
i180,i300,0.013333333333333334
i474,i413,0.013333333333333334
i354,i534,0.013333333333333334
i212,i247,0.013333333333333334
i485,i258,0.013333333333333334
i51,i529,0.013333333333333334
i51,i56,0.013333333333333334
i51,i391,0.013333333333333334
i51,i72,0.013333333333333334
i227,i523,0.013333333333333334
i51,i8,0.013333333333333334
i81,i52,0.013333333333333334
i352,i67,0.013333333333333334
i493,i533,0.013333333333333334
i485,i345,0.013333333333333334
i352,i259,0.013333333333333334
i474,i178,0.013333333333333334
i352,i261,0.013333333333333334
i352,i365,0.013333333333333334
i137,i475,0.013333333333333334
i474,i480,0.013333333333333334
i212,i529,0.013333333333333334
i212,i535,0.013333333333333334
i56,i121,0.013333333333333334
i227,i40,0.013333333333333334
i367,i391,0.013333333333333334
i266,i5,0.013333333333333334
i266,i480,0.013333333333333334
i209,i152,0.013333333333333334
i91,i81,0.013333333333333334
i266,i547,0.013333333333333334
i212,i534,0.013333333333333334
i486,i396,0.013333333333333334
i180,i556,0.013333333333333334
i212,i236,0.013333333333333334
i70,i152,0.013333333333333334
i20,i206,0.013333333333333334
i180,i531,0.013333333333333334
i266,i430,0.013333333333333334
i212,i39,0.013333333333333334
i212,i399,0.013333333333333334
i56,i109,0.013333333333333334
i180,i213,0.013333333333333334
i180,i355,0.013333333333333334
i180,i20,0.013333333333333334
i180,i179,0.013333333333333334
i180,i156,0.013333333333333334
i34,i52,0.013333333333333334
i34,i303,0.013333333333333334
i180,i87,0.013333333333333334
i91,i34,0.013333333333333334
i154,i266,0.013333333333333334
i137,i561,0.013333333333333334
i367,i352,0.013333333333333334
i91,i542,0.013333333333333334
i266,i178,0.013333333333333334
i180,i533,0.013333333333333334
i266,i436,0.013333333333333334
i91,i521,0.013333333333333334
i227,i513,0.013333333333333334
i180,i442,0.013333333333333334
i352,i234,0.013333333333333334
i51,i534,0.013333333333333334
i81,i320,0.013333333333333334
i442,i480,0.013333333333333334
i266,i354,0.013333333333333334
i144,i206,0.013333333333333334
i137,i107,0.013333333333333334
i534,i64,0.013333333333333334
i442,i35,0.013333333333333334
i137,i134,0.013333333333333334
i137,i444,0.013333333333333334
i137,i406,0.013333333333333334
i266,i55,0.013333333333333334
i137,i400,0.013333333333333334
i266,i124,0.013333333333333334
i442,i81,0.013333333333333334
i534,i170,0.013333333333333334
i534,i163,0.013333333333333334
i534,i243,0.013333333333333334
i81,i196,0.013333333333333334
i137,i389,0.013333333333333334
i534,i92,0.013333333333333334
i352,i301,0.013333333333333334
i137,i198,0.013333333333333334
i266,i261,0.013333333333333334
i20,i81,0.013333333333333334
i461,i534,0.013333333333333334
i137,i384,0.013333333333333334
i322,i434,0.013333333333333334
i266,i259,0.013333333333333334
i322,i493,0.013333333333333334
i137,i263,0.013333333333333334
i266,i67,0.013333333333333334
i493,i351,0.013333333333333334
i137,i551,0.013333333333333334
i493,i196,0.013333333333333334
i137,i306,0.013333333333333334
i534,i14,0.013333333333333334
i534,i68,0.013333333333333334
i137,i40,0.013333333333333334
i137,i95,0.013333333333333334
i534,i100,0.013333333333333334
i137,i488,0.013333333333333334
i51,i39,0.013333333333333334
i55,i442,0.013333333333333334
i244,i84,0.013333333333333334
i55,i39,0.013333333333333334
i244,i190,0.013333333333333334
i352,i328,0.013333333333333334
i165,i396,0.013333333333333334
i266,i258,0.013333333333333334
i209,i255,0.013333333333333334
i534,i138,0.013333333333333334
i165,i534,0.013333333333333334
i51,i442,0.013333333333333334
i493,i474,0.013333333333333334
i266,i234,0.013333333333333334
i51,i236,0.013333333333333334
i209,i190,0.013333333333333334
i209,i227,0.013333333333333334
i55,i236,0.013333333333333334
i227,i339,0.013333333333333334
i227,i348,0.013333333333333334
i137,i19,0.013333333333333334
i534,i328,0.013333333333333334
i534,i454,0.013333333333333334
i352,i68,0.013333333333333334
i534,i338,0.013333333333333334
i352,i92,0.013333333333333334
i352,i170,0.013333333333333334
i534,i436,0.013333333333333334
i534,i69,0.013333333333333334
i534,i554,0.013333333333333334
i534,i82,0.013333333333333334
i81,i287,0.013333333333333334
i55,i290,0.013333333333333334
i34,i440,0.013333333333333334
i137,i102,0.013333333333333334
i227,i199,0.013333333333333334
i266,i195,0.013333333333333334
i20,i434,0.013333333333333334
i91,i49,0.013333333333333334
i266,i14,0.013333333333333334
i125,i152,0.013333333333333334
i152,i102,0.013333333333333334
i56,i34,0.013333333333333334
i56,i77,0.013333333333333334
i37,i166,0.013333333333333334
i266,i68,0.013333333333333334
i227,i449,0.013333333333333334
i227,i306,0.013333333333333334
i37,i442,0.013333333333333334
i539,i227,0.013333333333333334
i111,i442,0.013333333333333334
i539,i84,0.013333333333333334
i227,i153,0.013333333333333334
i522,i193,0.013333333333333334
i111,i556,0.013333333333333334
i72,i5,0.013333333333333334
i266,i187,0.013333333333333334
i227,i221,0.013333333333333334
i56,i315,0.013333333333333334
i144,i34,0.013333333333333334
i493,i247,0.013333333333333334
i56,i35,0.013333333333333334
i196,i34,0.013333333333333334
i111,i531,0.013333333333333334
i266,i163,0.013333333333333334
i152,i289,0.013333333333333334
i266,i64,0.013333333333333334
i533,i434,0.013333333333333334
i111,i399,0.013333333333333334
i180,i351,0.013333333333333334
i152,i561,0.013333333333333334
i56,i323,0.013333333333333334
i522,i124,0.013333333333333334
i111,i236,0.013333333333333334
i49,i52,0.013333333333333334
i236,i542,0.013333333333333334
i236,i35,0.013333333333333334
i121,i474,0.013333333333333334
i236,i390,0.013333333333333334
i121,i442,0.013333333333333334
i67,i534,0.013333333333333334
i111,i20,0.013333333333333334
i111,i284,0.013333333333333334
i533,i81,0.013333333333333334
i236,i329,0.013333333333333334
i236,i163,0.013333333333333334
i37,i358,0.013333333333333334
i37,i396,0.013333333333333334
i201,i345,0.013333333333333334
i111,i87,0.013333333333333334
i236,i434,0.013333333333333334
i236,i480,0.013333333333333334
i201,i541,0.013333333333333334
i49,i533,0.013333333333333334
i227,i444,0.013333333333333334
i111,i179,0.013333333333333334
i512,i352,0.013333333333333334
i111,i355,0.013333333333333334
i512,i60,0.013333333333333334
i111,i300,0.013333333333333334
i49,i151,0.013333333333333334
i512,i396,0.013333333333333334
i72,i109,0.013333333333333334
i49,i320,0.013333333333333334
i522,i542,0.013333333333333334
i111,i522,0.013333333333333334
i522,i258,0.013333333333333334
i37,i8,0.013333333333333334
i533,i206,0.013333333333333334
i111,i247,0.013333333333333334
i56,i180,0.013333333333333334
i91,i193,0.013333333333333334
i227,i198,0.013333333333333334
i493,i416,0.013333333333333334
i91,i180,0.013333333333333334
i154,i60,0.013333333333333334
i111,i144,0.013333333333333334
i154,i391,0.013333333333333334
i56,i354,0.013333333333333334
i154,i534,0.013333333333333334
i56,i193,0.013333333333333334
i56,i312,0.013333333333333334
i191,i247,0.013333333333333334
i227,i384,0.013333333333333334
i493,i290,0.013333333333333334
i37,i529,0.013333333333333334
i111,i182,0.013333333333333334
i56,i386,0.013333333333333334
i154,i396,0.013333333333333334
i493,i6,0.013333333333333334
i180,i287,0.013333333333333334
i180,i440,0.013333333333333334
i91,i258,0.013333333333333334
i266,i328,0.013333333333333334
i180,i320,0.013333333333333334
i180,i52,0.013333333333333334
i266,i212,0.013333333333333334
i91,i124,0.013333333333333334
i508,i166,0.013333333333333334
